,certificate,director_name,genre,gross_value,imdb_ratings,metscores,movie_description,movie_names,runtime,star_cast,votes,year_release
0,R,James Mangold,Action,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,James Mangold,452598,2017
1,R,James Mangold,Drama,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,James Mangold,452598,2017
3,R,James Mangold,fi,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,James Mangold,452598,2017
4,R,James Mangold,Action,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Hugh Jackman,452598,2017
5,R,James Mangold,Drama,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Hugh Jackman,452598,2017
7,R,James Mangold,fi,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Hugh Jackman,452598,2017
8,R,James Mangold,Action,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Patrick Stewart,452598,2017
9,R,James Mangold,Drama,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Patrick Stewart,452598,2017
11,R,James Mangold,fi,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Patrick Stewart,452598,2017
12,R,James Mangold,Action,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Dafne Keen,452598,2017
13,R,James Mangold,Drama,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Dafne Keen,452598,2017
15,R,James Mangold,fi,226277068,8.1,77,"[""In the near future, a weary Logan cares for an ailing Professor X, somewhere on the Mexican border. However, Logan's attempts to hide from the world, and his legacy, are upended when a young mutant arrives, pursued by dark forces.""]",Logan,137,Dafne Keen,452598,2017
16,PG-13,Patty Jenkins,Action,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Patty Jenkins,377951,2017
17,PG-13,Patty Jenkins,Adventure,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Patty Jenkins,377951,2017
18,PG-13,Patty Jenkins,Fantasy,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Patty Jenkins,377951,2017
19,PG-13,Patty Jenkins,Action,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Gal Gadot,377951,2017
20,PG-13,Patty Jenkins,Adventure,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Gal Gadot,377951,2017
21,PG-13,Patty Jenkins,Fantasy,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Gal Gadot,377951,2017
22,PG-13,Patty Jenkins,Action,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Chris Pine,377951,2017
23,PG-13,Patty Jenkins,Adventure,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Chris Pine,377951,2017
24,PG-13,Patty Jenkins,Fantasy,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Chris Pine,377951,2017
25,PG-13,Patty Jenkins,Action,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Robin Wright,377951,2017
26,PG-13,Patty Jenkins,Adventure,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Robin Wright,377951,2017
27,PG-13,Patty Jenkins,Fantasy,412563408,7.5,76,"['When a pilot crashes and tells of conflict in the outside world, Diana, an Amazonian warrior in training, leaves home to fight a war, discovering her full powers and true destiny.']",Wonder Woman,141,Robin Wright,377951,2017
28,PG-13,Christopher Nolan,Action,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Christopher Nolan,350991,2017
29,PG-13,Christopher Nolan,Drama,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Christopher Nolan,350991,2017
30,PG-13,Christopher Nolan,History,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Christopher Nolan,350991,2017
31,PG-13,Christopher Nolan,Action,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Fionn Whitehead,350991,2017
32,PG-13,Christopher Nolan,Drama,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Fionn Whitehead,350991,2017
33,PG-13,Christopher Nolan,History,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Fionn Whitehead,350991,2017
34,PG-13,Christopher Nolan,Action,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Barry Keoghan,350991,2017
35,PG-13,Christopher Nolan,Drama,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Barry Keoghan,350991,2017
36,PG-13,Christopher Nolan,History,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Barry Keoghan,350991,2017
37,PG-13,Christopher Nolan,Action,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Mark Rylance,350991,2017
38,PG-13,Christopher Nolan,Drama,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Mark Rylance,350991,2017
39,PG-13,Christopher Nolan,History,188373161,8,94,"['Allied soldiers from Belgium, the British Empire and France are surrounded by the German Army, and evacuated during a fierce battle in World War II.']",Dunkirk,106,Mark Rylance,350991,2017
40,PG-13,James Gunn,Action,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,James Gunn,343400,2017
41,PG-13,James Gunn,Adventure,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,James Gunn,343400,2017
43,PG-13,James Gunn,fi,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,James Gunn,343400,2017
44,PG-13,James Gunn,Action,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Chris Pratt,343400,2017
45,PG-13,James Gunn,Adventure,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Chris Pratt,343400,2017
47,PG-13,James Gunn,fi,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Chris Pratt,343400,2017
48,PG-13,James Gunn,Action,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Zoe Saldana,343400,2017
49,PG-13,James Gunn,Adventure,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Zoe Saldana,343400,2017
51,PG-13,James Gunn,fi,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Zoe Saldana,343400,2017
52,PG-13,James Gunn,Action,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Dave Bautista,343400,2017
53,PG-13,James Gunn,Adventure,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Dave Bautista,343400,2017
55,PG-13,James Gunn,fi,389813101,7.7,67,"[""The Guardians must fight to keep their newfound family together as they unravel the mystery of Peter Quill's true parentage.""]",Guardians of the Galaxy Vol. 2,136,Dave Bautista,343400,2017
56,PG-13,Rian Johnson,Action,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Rian Johnson,317137,2017
57,PG-13,Rian Johnson,Adventure,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Rian Johnson,317137,2017
58,PG-13,Rian Johnson,Fantasy,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Rian Johnson,317137,2017
59,PG-13,Rian Johnson,Action,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Daisy Ridley,317137,2017
60,PG-13,Rian Johnson,Adventure,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Daisy Ridley,317137,2017
61,PG-13,Rian Johnson,Fantasy,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Daisy Ridley,317137,2017
62,PG-13,Rian Johnson,Action,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,John Boyega,317137,2017
63,PG-13,Rian Johnson,Adventure,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,John Boyega,317137,2017
64,PG-13,Rian Johnson,Fantasy,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,John Boyega,317137,2017
65,PG-13,Rian Johnson,Action,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Mark Hamill,317137,2017
66,PG-13,Rian Johnson,Adventure,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Mark Hamill,317137,2017
67,PG-13,Rian Johnson,Fantasy,618375718,7.5,85,"['Rey develops her newly discovered abilities with the guidance of Luke Skywalker, who is unsettled by the strength of her powers. Meanwhile, the Resistance prepares for battle with the First Order.']",Star Wars: Episode VIII - The Last Jedi,152,Mark Hamill,317137,2017
68,PG-13,Jon Watts,Action,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Jon Watts,283275,2017
69,PG-13,Jon Watts,Adventure,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Jon Watts,283275,2017
71,PG-13,Jon Watts,fi,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Jon Watts,283275,2017
72,PG-13,Jon Watts,Action,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Tom Holland,283275,2017
73,PG-13,Jon Watts,Adventure,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Tom Holland,283275,2017
75,PG-13,Jon Watts,fi,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Tom Holland,283275,2017
76,PG-13,Jon Watts,Action,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Michael Keaton,283275,2017
77,PG-13,Jon Watts,Adventure,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Michael Keaton,283275,2017
79,PG-13,Jon Watts,fi,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Michael Keaton,283275,2017
80,PG-13,Jon Watts,Action,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Robert Downey Jr.,283275,2017
81,PG-13,Jon Watts,Adventure,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Robert Downey Jr.,283275,2017
83,PG-13,Jon Watts,fi,334201140,7.5,73,"['Peter Parker balances his life as an ordinary high school student in Queens with his superhero alter-ego Spider-Man, and finds himself on the trail of a new menace prowling the skies of New York City.']",Spider-Man: Homecoming,133,Robert Downey Jr.,283275,2017
84,R,Edgar Wright,Action,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Edgar Wright,269445,2017
85,R,Edgar Wright,Crime,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Edgar Wright,269445,2017
86,R,Edgar Wright,Music,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Edgar Wright,269445,2017
87,R,Edgar Wright,Action,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Ansel Elgort,269445,2017
88,R,Edgar Wright,Crime,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Ansel Elgort,269445,2017
89,R,Edgar Wright,Music,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Ansel Elgort,269445,2017
90,R,Edgar Wright,Action,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Bernthal,269445,2017
91,R,Edgar Wright,Crime,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Bernthal,269445,2017
92,R,Edgar Wright,Music,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Bernthal,269445,2017
93,R,Edgar Wright,Action,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Hamm,269445,2017
94,R,Edgar Wright,Crime,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Hamm,269445,2017
95,R,Edgar Wright,Music,107825862,7.7,86,"['After being coerced into working for a crime boss, a young getaway driver finds himself taking part in a heist doomed to fail.']",Baby Driver,112,Jon Hamm,269445,2017
96,R,Jordan Peele,Horror,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Jordan Peele,259427,2017
97,R,Jordan Peele,Mystery,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Jordan Peele,259427,2017
98,R,Jordan Peele,Thriller,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Jordan Peele,259427,2017
99,R,Jordan Peele,Horror,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Daniel Kaluuya,259427,2017
100,R,Jordan Peele,Mystery,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Daniel Kaluuya,259427,2017
101,R,Jordan Peele,Thriller,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Daniel Kaluuya,259427,2017
102,R,Jordan Peele,Horror,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Allison Williams,259427,2017
103,R,Jordan Peele,Mystery,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Allison Williams,259427,2017
104,R,Jordan Peele,Thriller,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Allison Williams,259427,2017
105,R,Jordan Peele,Horror,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Bradley Whitford,259427,2017
106,R,Jordan Peele,Mystery,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Bradley Whitford,259427,2017
107,R,Jordan Peele,Thriller,176040665,7.7,84,"[""It's time for a young African-American to meet with his white girlfriend's parents for a weekend in their secluded estate in the woods, but before long, the friendly and polite ambience will give way to a nightmare.""]",Get Out,104,Bradley Whitford,259427,2017
108,R,Andy Muschietti,Drama,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Andy Muschietti,248260,2017
109,R,Andy Muschietti,Horror,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Andy Muschietti,248260,2017
110,R,Andy Muschietti,Thriller,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Andy Muschietti,248260,2017
111,R,Andy Muschietti,Drama,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Bill Skarsgård,248260,2017
112,R,Andy Muschietti,Horror,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Bill Skarsgård,248260,2017
113,R,Andy Muschietti,Thriller,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Bill Skarsgård,248260,2017
114,R,Andy Muschietti,Drama,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Jaeden Lieberher,248260,2017
115,R,Andy Muschietti,Horror,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Jaeden Lieberher,248260,2017
116,R,Andy Muschietti,Thriller,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Jaeden Lieberher,248260,2017
117,R,Andy Muschietti,Drama,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Finn Wolfhard,248260,2017
118,R,Andy Muschietti,Horror,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Finn Wolfhard,248260,2017
119,R,Andy Muschietti,Thriller,327481748,7.5,69,"['In the summer of 1989, a group of bullied kids band together to destroy a shapeshifting monster, which disguises itself as a clown and preys on the children of Derry, their small Maine town.']",It,135,Finn Wolfhard,248260,2017
120,R,Denis Villeneuve,Drama,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Denis Villeneuve,247716,2017
121,R,Denis Villeneuve,Mystery,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Denis Villeneuve,247716,2017
123,R,Denis Villeneuve,fi,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Denis Villeneuve,247716,2017
124,R,Denis Villeneuve,Drama,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Harrison Ford,247716,2017
125,R,Denis Villeneuve,Mystery,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Harrison Ford,247716,2017
127,R,Denis Villeneuve,fi,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Harrison Ford,247716,2017
128,R,Denis Villeneuve,Drama,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ryan Gosling,247716,2017
129,R,Denis Villeneuve,Mystery,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ryan Gosling,247716,2017
131,R,Denis Villeneuve,fi,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ryan Gosling,247716,2017
132,R,Denis Villeneuve,Drama,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ana de Armas,247716,2017
133,R,Denis Villeneuve,Mystery,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ana de Armas,247716,2017
135,R,Denis Villeneuve,fi,92054159,8.2,81,"[""A young blade runner's discovery of a long-buried secret leads him to track down former blade runner Rick Deckard, who's been missing for thirty years.""]",Blade Runner 2049,164,Ana de Armas,247716,2017
136,PG-13,Taika Waititi,Action,314675002,8,74,"['Thor is imprisoned on the other side of the universe and finds himself in a race against time to get back to Asgard to stop Ragnarok, the destruction of his homeworld and the end of ...                See full summary\xa0»']",Thor: Ragnarok,130,Taika Waititi,246017,2017
