,certificate,director_name,genre,gross_value,imdb_ratings,metscores,movie_description,movie_names,runtime,star_cast,votes,year_release
608,PG,Kyle Balda,Action,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Steve Carell,66268,2017
609,PG,Kyle Balda,Adventure,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Steve Carell,66268,2017
610,PG,Kyle Balda,Animation,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Kristen Wiig,66268,2017
611,PG,Kyle Balda,Action,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Kristen Wiig,66268,2017
612,PG,Kyle Balda,Adventure,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Kristen Wiig,66268,2017
613,PG,Kyle Balda,Animation,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Trey Parker,66268,2017
614,PG,Kyle Balda,Action,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Trey Parker,66268,2017
615,PG,Kyle Balda,Adventure,264624300,6.3,49,"['Gru meets his long-lost charming, cheerful, and more successful twin brother Dru who wants to team up with him for one last criminal heist.']",Despicable Me 3,89,Trey Parker,66268,2017
616,R,David F. Sandberg,Horror,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,David F. Sandberg,64739,2017
617,R,David F. Sandberg,Mystery,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,David F. Sandberg,64739,2017
618,R,David F. Sandberg,Thriller,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,David F. Sandberg,64739,2017
619,R,David F. Sandberg,Horror,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Anthony LaPaglia,64739,2017
620,R,David F. Sandberg,Mystery,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Anthony LaPaglia,64739,2017
621,R,David F. Sandberg,Thriller,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Anthony LaPaglia,64739,2017
622,R,David F. Sandberg,Horror,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Samara Lee,64739,2017
623,R,David F. Sandberg,Mystery,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Samara Lee,64739,2017
624,R,David F. Sandberg,Thriller,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Samara Lee,64739,2017
625,R,David F. Sandberg,Horror,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Miranda Otto,64739,2017
626,R,David F. Sandberg,Mystery,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Miranda Otto,64739,2017
627,R,David F. Sandberg,Thriller,102092201,6.6,62,"[""12 years after the tragic death of their little girl, a dollmaker and his wife welcome a nun and several girls from a shuttered orphanage into their home, where they soon become the target of the dollmaker's possessed creation, Annabelle.""]",Annabelle: Creation,109,Miranda Otto,64739,2017
628,R,Greta Gerwig,Comedy,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Greta Gerwig,61417,2017
629,R,Greta Gerwig,Drama,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Greta Gerwig,61417,2017
630,R,Greta Gerwig,Comedy,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Saoirse Ronan,61417,2017
631,R,Greta Gerwig,Drama,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Saoirse Ronan,61417,2017
632,R,Greta Gerwig,Comedy,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Laurie Metcalf,61417,2017
633,R,Greta Gerwig,Drama,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Laurie Metcalf,61417,2017
634,R,Greta Gerwig,Comedy,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Tracy Letts,61417,2017
635,R,Greta Gerwig,Drama,46632130,7.7,94,"['In 2002, an artistically inclined seventeen-year-old girl comes of age in Sacramento, California.']",Lady Bird,94,Tracy Letts,61417,2017
636,PG-13,Marc Webb,Drama,24801212,7.6,60,"['Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.']",Gifted,101,Marc Webb,60447,2017
637,PG-13,Marc Webb,Drama,24801212,7.6,60,"['Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.']",Gifted,101,Chris Evans,60447,2017
638,PG-13,Marc Webb,Drama,24801212,7.6,60,"['Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.']",Gifted,101,Mckenna Grace,60447,2017
639,PG-13,Marc Webb,Drama,24801212,7.6,60,"['Frank, a single man raising his child prodigy niece Mary, is drawn into a custody battle with his mother.']",Gifted,101,Lindsay Duncan,60447,2017
640,R,Luca Guadagnino,Drama,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Luca Guadagnino,59317,2017
641,R,Luca Guadagnino,Romance,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Luca Guadagnino,59317,2017
642,R,Luca Guadagnino,Drama,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Armie Hammer,59317,2017
643,R,Luca Guadagnino,Romance,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Armie Hammer,59317,2017
644,R,Luca Guadagnino,Drama,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Timothée Chalamet,59317,2017
645,R,Luca Guadagnino,Romance,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Timothée Chalamet,59317,2017
646,R,Luca Guadagnino,Drama,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Michael Stuhlbarg,59317,2017
647,R,Luca Guadagnino,Romance,15240910,8.2,93,"[""In Northern Italy in 1983, seventeen year-old Elio begins a relationship with visiting Oliver, his father's research assistant, with whom he bonds over his emerging sexuality, their Jewish heritage, and the beguiling Italian landscape.""]",Call Me by Your Name,132,Michael Stuhlbarg,59317,2017
648,PG-13,James Ponsoldt,Drama,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,James Ponsoldt,56746,2017
650,PG-13,James Ponsoldt,fi,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,James Ponsoldt,56746,2017
651,PG-13,James Ponsoldt,Thriller,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,James Ponsoldt,56746,2017
652,PG-13,James Ponsoldt,Drama,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Emma Watson,56746,2017
654,PG-13,James Ponsoldt,fi,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Emma Watson,56746,2017
655,PG-13,James Ponsoldt,Thriller,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Emma Watson,56746,2017
656,PG-13,James Ponsoldt,Drama,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Tom Hanks,56746,2017
658,PG-13,James Ponsoldt,fi,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Tom Hanks,56746,2017
659,PG-13,James Ponsoldt,Thriller,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,Tom Hanks,56746,2017
660,PG-13,James Ponsoldt,Drama,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,John Boyega,56746,2017
662,PG-13,James Ponsoldt,fi,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,John Boyega,56746,2017
663,PG-13,James Ponsoldt,Thriller,20476391,5.3,43,"['A woman lands a dream job at a powerful tech company called the Circle, only to uncover an agenda that will affect the lives of all of humanity.']",The Circle,110,John Boyega,56746,2017
664,TV-MA,Joon-ho Bong,Action,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Joon-ho Bong,55509,2017
665,TV-MA,Joon-ho Bong,Adventure,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Joon-ho Bong,55509,2017
666,TV-MA,Joon-ho Bong,Drama,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Joon-ho Bong,55509,2017
667,TV-MA,Joon-ho Bong,Action,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Tilda Swinton,55509,2017
668,TV-MA,Joon-ho Bong,Adventure,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Tilda Swinton,55509,2017
669,TV-MA,Joon-ho Bong,Drama,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Tilda Swinton,55509,2017
670,TV-MA,Joon-ho Bong,Action,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Paul Dano,55509,2017
671,TV-MA,Joon-ho Bong,Adventure,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Paul Dano,55509,2017
672,TV-MA,Joon-ho Bong,Drama,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Paul Dano,55509,2017
673,TV-MA,Joon-ho Bong,Action,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Seo-Hyun Ahn,55509,2017
674,TV-MA,Joon-ho Bong,Adventure,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Seo-Hyun Ahn,55509,2017
675,TV-MA,Joon-ho Bong,Drama,,7.4,75,"['A young girl risks everything to prevent a powerful, multinational company from kidnapping her best friend - a fascinating beast named Okja.']",Okja,120,Seo-Hyun Ahn,55509,2017
676,TV-MA,Adam Wingard,Adventure,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Adam Wingard,54992,2017
677,TV-MA,Adam Wingard,Crime,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Adam Wingard,54992,2017
678,TV-MA,Adam Wingard,Drama,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Adam Wingard,54992,2017
679,TV-MA,Adam Wingard,Adventure,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Nat Wolff,54992,2017
680,TV-MA,Adam Wingard,Crime,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Nat Wolff,54992,2017
681,TV-MA,Adam Wingard,Drama,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Nat Wolff,54992,2017
682,TV-MA,Adam Wingard,Adventure,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Lakeith Stanfield,54992,2017
683,TV-MA,Adam Wingard,Crime,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Lakeith Stanfield,54992,2017
684,TV-MA,Adam Wingard,Drama,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Lakeith Stanfield,54992,2017
685,TV-MA,Adam Wingard,Adventure,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Margaret Qualley,54992,2017
686,TV-MA,Adam Wingard,Crime,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Margaret Qualley,54992,2017
687,TV-MA,Adam Wingard,Drama,,4.6,43,"['A high school student named Light Turner discovers a mysterious notebook that has the power to kill anyone whose name is written within its pages, and launches a secret crusade to rid the world of criminals.']",Death Note,101,Margaret Qualley,54992,2017
688,TV-MA,Tommy Wirkola,Action,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Tommy Wirkola,54306,2017
689,TV-MA,Tommy Wirkola,Adventure,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Tommy Wirkola,54306,2017
690,TV-MA,Tommy Wirkola,Crime,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Tommy Wirkola,54306,2017
691,TV-MA,Tommy Wirkola,Action,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Noomi Rapace,54306,2017
692,TV-MA,Tommy Wirkola,Adventure,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Noomi Rapace,54306,2017
693,TV-MA,Tommy Wirkola,Crime,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Noomi Rapace,54306,2017
694,TV-MA,Tommy Wirkola,Action,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Glenn Close,54306,2017
695,TV-MA,Tommy Wirkola,Adventure,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Glenn Close,54306,2017
696,TV-MA,Tommy Wirkola,Crime,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Glenn Close,54306,2017
697,TV-MA,Tommy Wirkola,Action,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Willem Dafoe,54306,2017
698,TV-MA,Tommy Wirkola,Adventure,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Willem Dafoe,54306,2017
699,TV-MA,Tommy Wirkola,Crime,,6.9,47,"['In a world where families are limited to one child due to overpopulation, a set of identical septuplets must avoid being put to a long sleep by the government and dangerous infighting while investigating the disappearance of one of their own.']",What Happened to Monday,123,Willem Dafoe,54306,2017
700,PG-13,Joe Wright,Biography,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Joe Wright,54205,2017
701,PG-13,Joe Wright,Drama,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Joe Wright,54205,2017
702,PG-13,Joe Wright,History,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Joe Wright,54205,2017
703,PG-13,Joe Wright,Biography,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Gary Oldman,54205,2017
704,PG-13,Joe Wright,Drama,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Gary Oldman,54205,2017
705,PG-13,Joe Wright,History,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Gary Oldman,54205,2017
706,PG-13,Joe Wright,Biography,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Lily James,54205,2017
707,PG-13,Joe Wright,Drama,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Lily James,54205,2017
708,PG-13,Joe Wright,History,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Lily James,54205,2017
709,PG-13,Joe Wright,Biography,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Kristin Scott Thomas,54205,2017
710,PG-13,Joe Wright,Drama,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Kristin Scott Thomas,54205,2017
711,PG-13,Joe Wright,History,53719842,7.4,75,"['During the early days of World War II, the fate of Western Europe hangs on the newly-appointed British Prime Minister Winston Churchill, who must decide whether to negotiate with Adolf Hitler, or fight on against incredible odds.']",Darkest Hour,125,Kristin Scott Thomas,54205,2017
712,R,Martin Campbell,Action,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Martin Campbell,52267,2017
713,R,Martin Campbell,Crime,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Martin Campbell,52267,2017
714,R,Martin Campbell,Drama,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Martin Campbell,52267,2017
715,R,Martin Campbell,Action,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Katie Leung,52267,2017
716,R,Martin Campbell,Crime,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Katie Leung,52267,2017
717,R,Martin Campbell,Drama,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Katie Leung,52267,2017
718,R,Martin Campbell,Action,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Jackie Chan,52267,2017
719,R,Martin Campbell,Crime,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Jackie Chan,52267,2017
720,R,Martin Campbell,Drama,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Jackie Chan,52267,2017
721,R,Martin Campbell,Action,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Rufus Jones,52267,2017
722,R,Martin Campbell,Crime,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Rufus Jones,52267,2017
723,R,Martin Campbell,Drama,34393507,7.1,55,"[""A humble businessman with a buried past seeks justice when his daughter is killed in an act of terrorism. A cat-and-mouse conflict ensues with a government official, whose past may hold clues to the killers' identities.""]",The Foreigner,113,Rufus Jones,52267,2017
724,PG-13,Zach Braff,Comedy,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Zach Braff,51712,2017
725,PG-13,Zach Braff,Crime,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Zach Braff,51712,2017
726,PG-13,Zach Braff,Comedy,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Michael Caine,51712,2017
727,PG-13,Zach Braff,Crime,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Michael Caine,51712,2017
728,PG-13,Zach Braff,Comedy,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Richie Moriarty,51712,2017
729,PG-13,Zach Braff,Crime,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Richie Moriarty,51712,2017
730,PG-13,Zach Braff,Comedy,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Josh Pais,51712,2017
731,PG-13,Zach Braff,Crime,45003463,6.6,50,"['Desperate to pay the bills and come through for their loved ones, three lifelong pals risk it all by embarking on a daring bid to knock off the very bank that absconded with their money.']",Going in Style,96,Josh Pais,51712,2017
